dewpoint_temperature_trend,dewpoint_temperature_seasonal,dewpoint_temperature_trendseasonal,dewpoint_temperature_observed,temperature_trend,temperature_seasonal,temperature_trendseasonal,temperature_observed,wind_speed_trend,wind_speed_seasonal,wind_speed_trendseasonal,wind_speed_observed,mean_sea_level_pressure_trend,mean_sea_level_pressure_seasonal,mean_sea_level_pressure_trendseasonal,mean_sea_level_pressure_observed,relative_humidity_trend,relative_humidity_seasonal,relative_humidity_trendseasonal,relative_humidity_observed,surface_solar_radiation_trend,surface_solar_radiation_seasonal,surface_solar_radiation_trendseasonal,surface_solar_radiation_observed,surface_thermal_radiation_trend,surface_thermal_radiation_seasonal,surface_thermal_radiation_trendseasonal,surface_thermal_radiation_observed,total_cloud_cover_trend,total_cloud_cover_seasonal,total_cloud_cover_trendseasonal,total_cloud_cover_observed,date
9.835283444,2.147146687,11.98243013,10.19333333,14.25884727,4.523848238,18.78269551,16.24583333,3.592051485,0.127056437,3.719107922,3.287916667,101599.231,-300.5698395,101298.6612,101206.4392,0.764077449,-0.086701014,0.677376435,0.689166667,172.3642762,88.63337226,260.9976485,291.83875,326.5392543,19.5799003,346.1191546,323.64,0.600862547,-0.047524971,0.553337576,0.4375,1/19/2010
9.835001356,2.545789939,12.3807913,11.96708333,14.258809,5.285716982,19.54452598,19.41291667,3.592369169,-0.1717928,3.420576369,2.8925,101599.3011,-360.3387128,101238.9624,101097.4104,0.764062336,-0.097005582,0.667056754,0.648333333,172.3754984,134.7081858,307.0836842,268.82375,326.5345004,15.94353689,342.4780373,359.5433333,0.600835419,-0.070038644,0.530796775,0.63875,1/20/2010
9.834719267,4.596272708,14.43099198,13.36166667,14.25877074,5.977361982,20.23613272,22.6,3.592686853,-0.122183038,3.470503815,2.417916667,101599.3712,-476.1430049,101123.2282,100805.3908,0.764047223,-0.045297118,0.718750105,0.569166667,172.3867207,113.838906,286.2256267,327.11,326.5297465,33.25445725,359.7842038,358.0779167,0.600808291,-0.02337785,0.577430441,0.622083333,1/21/2010
9.834437179,4.27421029,14.10864747,10.89625,14.25873247,5.322754128,19.5814866,24.56291667,3.593004536,0.02803051,3.621035046,5.34,101599.4414,-349.2651985,101250.1762,100598.1554,0.76403211,-0.035371093,0.728661017,0.484583333,172.3979429,100.3542631,272.752206,188.4241667,326.5249926,33.44482253,359.9698151,377.9170833,0.600781163,0.00381662,0.604597783,0.833333333,1/22/2010
9.834155091,3.780251182,13.61440627,8.478333333,14.2586942,5.022655216,19.28134942,15.29541667,3.59332222,-0.804190398,2.789131822,4.4825,101599.5115,-368.2785621,101231.2329,101575.51,0.764016997,-0.045065407,0.71895159,0.650833333,172.4091652,126.0909871,298.5001523,297.1758333,326.5202387,14.64901267,341.1692514,298.2275,0.600754035,-0.235441917,0.365312118,0.21125,1/23/2010
9.833873003,3.485563574,13.31943658,9.995,14.25865594,5.665372418,19.92402836,16.49208333,3.593639904,-0.546062466,3.047577438,3.57,101599.5816,-582.7340775,101016.8475,101485.0308,0.764001884,-0.078215485,0.685786399,0.66875,172.4203874,135.9936649,308.4140523,368.3154167,326.5154847,17.3323222,343.8478069,301.0116667,0.600726908,-0.156449502,0.444277406,0.48375,1/24/2010
9.833590915,3.31473898,13.1483299,10.99958333,14.25861767,5.142571642,19.40118931,17.28666667,3.593957587,-0.10397953,3.489978057,2.418333333,101599.6518,-592.711322,101006.9405,101192.2546,0.763986772,-0.064687101,0.699299671,0.68625,172.4316096,111.075689,283.5072986,359.3604167,326.5107308,21.21050341,347.7212342,304.8529167,0.60069978,-0.110055545,0.490644235,0.277083333,1/25/2010
9.833308826,2.269025211,12.10233404,11.86291667,14.25857941,4.336349442,18.59492885,18.73291667,3.594275271,-0.03783029,3.556444981,4.435,101599.7219,-170.8575475,101428.8644,101505.2367,0.763971659,-0.081997283,0.681974376,0.653333333,172.4428319,119.613328,292.0561599,345.7454167,326.5059769,13.08687982,339.5928567,340.25125,0.600672652,-0.225900459,0.374772193,0.427916667,1/26/2010
9.833026738,3.491337222,13.32436396,10.52291667,14.25854114,6.073374294,20.33191543,16.58625,3.594592955,-0.431640334,3.162952621,3.704583333,101599.792,-284.1045281,101315.6875,101361.3846,0.763956546,-0.093006094,0.670950452,0.692916667,172.4540541,133.0284576,305.4825117,336.9254167,326.501223,24.08422873,350.5854517,310.9575,0.600645524,-0.129825282,0.470820242,0.197083333,1/27/2010
9.83274465,4.499750832,14.33249548,15.63916667,14.25850287,6.015253787,20.27375666,20.1825,3.594910639,-0.232393395,3.362517244,4.170833333,101599.8622,-440.3786273,101159.4836,101053.5263,0.763941433,-0.050347192,0.713594241,0.761666667,172.4652763,112.2728099,284.7380862,306.3008333,326.4964691,28.52733802,355.0238071,352.5904167,0.600618396,-0.118795481,0.481822915,0.4575,1/28/2010
9.832462562,3.906445263,13.73890783,10.38875,14.25846461,5.680422569,19.93888718,16.65208333,3.595228322,-0.10685108,3.488377242,4.054583333,101599.9323,-471.0924277,101128.8399,101680.3162,0.76392632,-0.060535893,0.703390427,0.68125,172.4764986,108.5740642,281.0505628,276.4704167,326.4917152,26.25302369,352.7447389,314.8933333,0.600591268,-0.110807822,0.489783446,0.160833333,1/29/2010
9.832180473,3.396507465,13.22868794,13.68208333,14.25842634,5.859589639,20.11801598,26.48666667,3.595546006,0.066702175,3.662248181,3.683333333,101600.0024,-423.0917925,101176.9106,101035.8254,0.763911207,-0.084497616,0.679413591,0.464583333,172.4877208,119.5110736,291.9987944,352.6504167,326.4869613,21.43690486,347.9238662,355.71625,0.600564141,-0.250155495,0.350408646,0.015416667,1/30/2010
9.831898385,4.176193905,14.00809229,13.26458333,14.25838807,6.206205719,20.46459379,22.67625,3.59586369,-0.231185875,3.364677815,5.538333333,101600.0726,-483.9017361,101116.1709,101391.62,0.763896094,-0.070452298,0.693443796,0.60375,172.4989431,109.9280061,282.4269492,309.87375,326.4822073,29.09533825,355.5775456,369.6966667,0.600537013,-0.166838403,0.43369861,0.62125,1/31/2010
9.831616297,3.443201788,13.27481809,13.22583333,14.25834981,5.297672637,19.55602245,20.6525,3.596181373,0.439536805,4.035718178,2.898333333,101600.1427,-578.7335308,101021.4092,101550.3863,0.763880982,-0.056989839,0.706891143,0.648333333,172.5101653,65.7064975,238.2166628,340.7283333,326.4774534,32.18639788,358.6638513,341.7425,0.600509885,-0.003882423,0.596627462,0.492083333,2/1/2010
9.831334209,2.745930371,12.57726458,13.74083333,14.25831154,4.995395072,19.25370661,25.88875,3.596499057,-0.26923747,3.327261587,3.286666667,101600.2128,-347.6622682,101252.5505,101263.5908,0.763865869,-0.083127265,0.680738604,0.489583333,172.5213875,92.95995999,265.4813475,318.0508333,326.4726995,25.26719999,351.7398995,356.4758333,0.600482757,-0.003802108,0.596680649,0.717083333,2/2/2010
9.831052121,3.569930168,13.40098229,15.08041667,14.25827328,5.378347625,19.6366209,27.3725,3.596816741,-0.704455429,2.892361312,3.48375,101600.283,-365.6318395,101234.6512,100926.8113,0.763850756,-0.060635601,0.703215155,0.485,172.5326098,86.42061692,258.9532267,305.2995833,326.4679456,28.90378207,355.3717277,381.0295833,0.600455629,-0.044159008,0.556296621,0.709583333,2/3/2010
9.830770032,4.064330459,13.89510049,18.42416667,14.25823501,5.295258987,19.553494,21.41875,3.597134425,0.59453409,4.191668515,3.708333333,101600.3531,-314.9008879,101285.4522,101080.2121,0.763835643,-0.046662107,0.717173536,0.842083333,172.543832,53.47119803,226.01503,138.1595833,326.4631917,36.18240201,362.6455937,404.8166667,0.600428502,-0.011531414,0.588897088,0.99875,2/4/2010
9.830487944,1.752238551,11.5827265,11.6425,14.25819674,3.220537929,17.47873467,16.73041667,3.597452108,0.556305001,4.153757109,5.134583333,101600.4232,11.22335033,101611.6466,101929.3888,0.76382053,-0.06066521,0.70315532,0.720416667,172.5550542,70.82763008,243.3826843,178.39,326.4584378,10.47897924,336.937417,346.0958333,0.600401374,-0.183386792,0.417014582,0.770833333,2/5/2010
9.830205856,2.289079577,12.11928543,13.55791667,14.25815848,4.469557358,18.72771584,19.32916667,3.597769792,-0.521379282,3.07639051,4.699583333,101600.4934,83.8269701,101684.3204,102118.3608,0.763805417,-0.081023432,0.682781985,0.705,172.5662765,138.4505163,311.0167928,284.0954167,326.4536838,3.979331673,330.4330155,339.5966667,0.600374246,-0.338059998,0.262314248,0.195,2/6/2010
9.829923768,3.910853156,13.74077692,16.74833333,14.25812021,7.046972049,21.30509226,23.07666667,3.598087476,-0.625575171,2.972512305,1.899583333,101600.5635,-163.7203147,101436.8432,101974.5025,0.763790304,-0.10222878,0.661561524,0.700416667,172.5774987,103.6100473,276.187546,340.89,326.4489299,27.94519391,354.3941238,343.3145833,0.600347118,-0.129387122,0.470959996,0.00125,2/7/2010
9.829641679,4.726218059,14.55585974,15.94333333,14.25808195,6.340953997,20.59903594,24.49375,3.598405159,-0.85435249,2.744052669,2.114166667,101600.6336,-133.4717297,101467.1619,101955.3933,0.763775192,-0.052168623,0.711606569,0.62625,172.588721,90.65151735,263.2402384,338.2916667,326.444176,26.38461645,352.8287925,348.2995833,0.60031999,-0.130934852,0.469385138,0.08875,2/8/2010
9.829359591,4.93920996,14.76856955,18.76708333,14.25804368,7.119482463,21.37752614,24.7475,3.598722843,-0.618902165,2.979820678,1.700833333,101600.7037,-112.7834078,101487.9203,101847.3158,0.763760079,-0.063818797,0.699941282,0.715,172.5999432,113.9493158,286.549259,288.56,326.4394221,31.72579709,358.1652192,381.35375,0.600292863,-0.129996375,0.470296488,0.565,2/9/2010
9.829077503,5.052195773,14.88127328,18.92416667,14.25800541,6.58197088,20.83997629,24.90041667,3.599040527,0.241784652,3.840825179,1.80625,101600.7739,-162.5351424,101438.2388,101546.7683,0.763744966,-0.054208221,0.709536745,0.710416667,172.6111654,89.71391026,262.3250757,273.0708333,326.4346682,34.47819271,360.9128609,391.9845833,0.600265735,-0.048188987,0.552076748,0.7025,2/10/2010
9.828795415,4.461165794,14.28996121,18.9925,14.25796715,4.375289586,18.63325673,21.63875,3.59935821,0.161346468,3.760704678,3.2325,101600.844,-182.4130081,101418.431,101034.5358,0.763729853,0.006557892,0.770287745,0.861666667,172.6223877,67.78293239,240.4053201,159.6070833,326.4299143,28.87740274,355.307317,403.7654167,0.600238607,-0.017024483,0.583214124,0.989166667,2/11/2010
9.828513327,4.293617455,14.12213078,14.60708333,14.25792888,4.648508977,18.90643786,18.32,3.599675894,-0.45526485,3.144411044,3.982916667,101600.9141,-228.6970192,101372.2171,101276.0558,0.76371474,-0.012625102,0.751089638,0.794166667,172.6336099,93.52973497,266.1633449,221.3991667,326.4251603,21.42421741,347.8493777,357.0804167,0.600211479,-0.117368255,0.482843224,0.632083333,2/12/2010
9.828231238,4.67513095,14.50336219,16.82083333,14.25789061,5.251813699,19.50970431,19.76375,3.599993578,-0.521494795,3.078498783,3.075,101600.9843,-338.5518218,101262.4325,100993.1225,0.763699627,-0.021477425,0.742222202,0.83375,172.6448321,74.36256246,247.0073946,175.86125,326.4204064,31.3789868,357.7993932,387.6258333,0.600184351,-0.014942811,0.58524154,0.954166667,2/13/2010
9.82794915,4.553819008,14.38176816,16.68458333,14.25785235,5.520432062,19.77828441,21.02333333,3.600311262,-0.061968367,3.538342895,4.749166667,101601.0544,-410.4141917,101190.6402,100944.3108,0.763684514,-0.034955034,0.72872948,0.77125,172.6560544,46.60790975,219.2639642,214.7545833,326.4156525,34.73437624,361.1500287,374.8829167,0.600157224,0.003071008,0.603228232,0.65,2/14/2010
9.827667062,4.096671259,13.92433832,13.985,14.25781408,5.921396316,20.1792104,19.23333333,3.600628945,-0.416304571,3.184324374,4.99125,101601.1245,-355.6339114,101245.4906,101619.8983,0.763669402,-0.067406768,0.696262634,0.730833333,172.6672766,70.046246,242.7135226,255.5983333,326.4108986,31.01289353,357.4237921,336.4191667,0.600130096,0.003871547,0.604001643,0.277916667,2/15/2010
9.827384974,4.060140995,13.88752597,13.81791667,14.25777582,5.114304444,19.37208026,19.55166667,3.600946629,-0.484265395,3.116681234,2.701666667,101601.1947,-263.2781942,101337.9165,101611.0625,0.763654289,-0.035737973,0.727916316,0.718333333,172.6784989,69.36156322,242.0400621,310.8854167,326.4061447,27.94093366,354.3470784,322.0445833,0.600102968,-0.049768363,0.550334605,0.164166667,2/16/2010
9.827102885,3.873727455,13.70083034,14.07375,14.25773755,4.133098321,18.39083587,19.17208333,3.601264313,0.060718415,3.661982728,3.947083333,101601.2648,-27.21626825,101574.0485,102084.9508,0.763639176,-0.004450932,0.759188244,0.7375,172.6897211,55.63536304,228.3250841,297.22,326.4013908,27.89103248,354.2924233,326.2770833,0.60007584,0.012623025,0.612698865,0.280833333,2/17/2010
9.826820797,4.30545404,14.13227484,14.44375,14.25769928,4.721853385,18.97955267,19.74375,3.601581996,-0.771465773,2.830116223,2.956666667,101601.3349,-190.3104743,101411.0244,102186.0092,0.763624063,-0.0122145,0.751409563,0.7325,172.7009433,81.77247221,254.4734155,314.22125,326.3966369,23.22228522,349.6189221,327.9725,0.600048712,-0.095461139,0.504587573,0.0025,2/18/2010
9.826538709,4.522876877,14.34941559,12.65708333,14.25766102,6.36013071,20.61779173,25.27666667,3.60189968,-0.639111814,2.962787866,5.336666667,101601.4051,-463.6159332,101137.7892,101659.1988,0.76360895,-0.060279818,0.703329132,0.46125,172.7121656,83.20362715,255.9157928,317.21875,326.3918829,28.50672898,354.8986119,346.0920833,0.600021584,-0.100472149,0.499549435,0.00625,2/19/2010
9.826256621,2.885465239,12.71172186,12.73208333,14.25762275,3.84353351,18.10115626,27.97916667,3.602217364,0.542265642,4.144483006,6.098333333,101601.4752,-333.1586576,101268.3165,100959.6979,0.763593837,-0.038197876,0.725395961,0.405,172.7233878,44.15039576,216.8737836,292.7504167,326.387129,24.66663992,351.0537689,362.6445833,0.599994457,-0.0289511,0.571043357,0.41125,2/20/2010
9.825974533,2.418538,12.24451253,15.1925,14.25758449,3.112665667,17.37025015,20.91875,3.602535048,0.585101812,4.18763686,2.74625,101601.5453,-19.97790084,101581.5674,101138.7929,0.763578725,-0.034998069,0.728580656,0.703333333,172.73461,54.52175979,227.2563698,266.3645833,326.3823751,17.8828216,344.2651967,369.5725,0.599967329,-0.044838727,0.555128602,0.600833333,2/21/2010
9.825692444,2.827127694,12.65282014,9.957916667,14.25754622,4.701042212,18.95858843,18.56666667,3.602852731,-0.187598262,3.415254469,6.2425,101601.6155,129.8702693,101731.4858,101498.2742,0.763563612,-0.073719209,0.689844403,0.585,172.7458323,75.88763532,248.6334676,265.1570833,326.3776212,22.31851708,348.6961383,342.6266667,0.599940201,0.037738258,0.637678459,0.51125,2/22/2010
9.825410356,3.204305763,13.02971612,9.589583333,14.25750795,4.530491435,18.78799939,16.03958333,3.603170415,-0.791653169,2.811517246,3.58,101601.6856,227.9192204,101829.6048,102215.2054,0.763548499,-0.053646114,0.709902385,0.670416667,172.7570545,67.36394522,240.1209997,254.09875,326.3728673,18.72846017,345.1013275,308.8145833,0.599913073,-0.130234795,0.469678278,0.207916667,2/23/2010
9.825128268,3.110876717,12.93600499,9.662916667,14.25746969,5.657057573,19.91452726,16.65166667,3.603488099,-0.598393864,3.005094235,3.543333333,101601.7557,48.82168916,101650.5774,102436.4325,0.763533386,-0.084959054,0.678574332,0.6575,172.7682768,85.01501825,257.7832951,315.5625,326.3681134,21.54894427,347.9170577,294.4920833,0.599885945,-0.172127083,0.427758862,0.00625,2/24/2010
9.82484618,3.563956517,13.3888027,12.87666667,14.25743142,6.330997664,20.58842908,19.575,3.603805782,-0.182007751,3.421798031,2.520416667,101601.8259,-82.33018327,101519.4957,102322.77,0.763518273,-0.096055289,0.667462984,0.67625,172.779499,80.16329257,252.9427916,309.16375,326.3633594,26.85732553,353.2206849,324.0454167,0.599858818,-0.142555235,0.457303583,0.000416667,2/25/2010
9.824564091,4.442265294,14.26682939,13.96291667,14.25739315,6.236625445,20.4940186,26.16833333,3.604123466,-0.003853944,3.600269522,4.492916667,101601.896,-139.4144887,101462.4815,101707.9158,0.76350316,-0.063003979,0.700499181,0.489166667,172.7907212,45.85120835,218.6419296,282.1608333,326.3586055,40.07403413,366.4326396,367.8266667,0.59983169,0.059120019,0.658951709,0.45125,2/26/2010
9.824282003,3.441120779,13.26540278,12.97583333,14.25735489,3.688124041,17.94547893,17.455,3.60444115,-0.447509688,3.156931462,4.73125,101601.9661,-76.3181493,101525.648,102069.1608,0.763488047,-0.002131892,0.761356155,0.749166667,172.8019435,9.921849107,182.7237926,127.2475,326.3538516,30.61118955,356.9650412,371.4675,0.599804562,0.044058971,0.643863533,0.904583333,2/27/2010
9.823999915,1.852739107,11.67673902,7.319166667,14.25731662,2.49569484,16.75301146,15.15958333,3.604758833,0.026023114,3.630781947,5.775,101602.0363,-6.18223234,101595.8541,102319.6246,0.763472935,-0.032446164,0.731026771,0.597083333,172.8131657,42.22385183,215.0370175,212.745,326.3490977,15.0333465,341.3824442,331.1066667,0.599777434,-0.069259402,0.530518032,0.543333333,2/28/2010
9.823717827,1.924641682,11.74835951,9.157083333,14.25727836,3.745751464,18.00302982,15.81416667,3.605076517,0.225318664,3.830395181,4.805833333,101602.1064,-17.69287684,101584.4135,102289.8913,0.763457822,-0.066004157,0.697453665,0.65875,172.8243879,49.54765108,222.372039,224.5079167,326.3443438,14.98784524,341.332189,312.11625,0.599750306,-0.098386374,0.501363932,0.3025,3/1/2010
9.823435739,2.263225002,12.08666074,11.2525,14.25724009,3.92722818,18.18446827,16.72583333,3.605394201,0.113947642,3.719341843,2.92125,101602.1765,94.80592996,101696.9824,102034.9263,0.763442709,-0.055000031,0.708442678,0.712916667,172.8356102,48.49221592,221.3278261,272.2233333,326.3395899,12.52958761,338.8691775,320.94375,0.599723179,-0.13565233,0.464070849,0.102916667,3/2/2010
9.82315365,2.410610644,12.23376429,13.71541667,14.25720182,4.877176167,19.13437799,19.51916667,3.605711885,-0.575421287,3.030290598,2.0125,101602.2467,20.18809653,101622.4348,101445.0062,0.763427596,-0.083302887,0.680124709,0.714166667,172.8468324,65.97120809,238.8180405,286.53125,326.3348359,13.69422848,340.0290644,332.0925,0.599696051,-0.153431415,0.446264636,0.069166667,3/3/2010
9.822871562,3.155657244,12.97852881,13.11708333,14.25716356,5.334353225,19.59151678,24.31833333,3.606029568,-0.362680152,3.243349416,2.395,101602.3168,-79.73082279,101522.586,100828.4138,0.763412483,-0.069646079,0.693766404,0.520416667,172.8580547,54.18797566,227.0460304,233.8729167,326.330082,26.11264989,352.4427319,374.7445833,0.599668923,-0.079920069,0.519748854,0.950416667,3/4/2010
9.822589474,2.878976485,12.70156596,18.57333333,14.25712529,5.106781805,19.3639071,21.65166667,3.606347252,0.049295192,3.655642444,3.32875,101602.3869,-5.612719762,101596.7742,100624.4708,0.76339737,-0.081178292,0.682219078,0.83125,172.8692769,43.3481011,216.217378,110.3533333,326.3253281,23.24933147,349.5746596,396.6308333,0.599641795,-0.120182125,0.47945967,0.715833333,3/5/2010
9.822307386,2.742592244,12.56489963,17.48375,14.25708703,4.001158826,18.25824585,19.54375,3.606664936,-0.402268752,3.204396184,2.14375,101602.457,80.19524666,101682.6522,101226.4129,0.763382257,-0.05124713,0.712135127,0.884166667,172.8804991,43.30883337,216.1893325,161.3745833,326.3205742,20.85969884,347.180273,384.0216667,0.599614667,0.010234567,0.609849234,0.828333333,3/6/2010
9.822025297,3.617529541,13.43955484,17.35375,14.25704876,4.078004643,18.3350534,19.45916667,3.606982619,0.171320652,3.778303271,2.96375,101602.5272,-72.70901903,101529.8182,100757.8638,0.763367145,-0.016252612,0.747114533,0.879166667,172.8917214,7.848390321,180.7401117,103.5379167,326.3158203,29.18563252,355.5014528,381.6745833,0.59958754,0.020295285,0.619882825,0.857083333,3/7/2010
